Title,Authors,Publication Year,Journal,PMID,PMCID,DOI,Link,Associated Data,Associated Data Repository(-ies)
Multi-omic profiles of human non-alcoholic fatty liver disease tissue highlight heterogenic phenotypes,"Wasco Wruck, Karl Kashofer, Samrina Rehman, Andriani Daskalaki, Daniela Berg, Ewa Gralka, Justyna Jozefczuk, Katharina Drews, Vikash Pandey, Christian Regenbrecht, Christoph Wierling, Paola Turano, Ulrike Korf, Kurt Zatloukal, Hans Lehrach, Hans V. Westerhoff & James Adjaye",2015,Scientific Data,26646939,PMC4672680,10.1038/sdata.2015.68,https://www.nature.com/articles/sdata201568,MTBLS174,MetaboLights
Comprehensive systems biology analysis of a 7-month cigarette smoke inhalation study in C57BL/6 mice,"Sam Ansari, Karine Baumer, St_phanie Bou_, Sophie Dijon, Remi Dulize, Kim Ekroos, Ashraf Elamin, Clement Foong, Emmanuel Guedj, Julia Hoeng, Nikolai V. Ivanov, Subash Krishnan, Patrice Leroy, Florian Martin, Celine Merg, Michael J. Peck, Manuel C. Peitsch, Blaine Phillips, Walter K. Schlage, Thomas Schneider, Marja Talikka, Bjoern Titz, Patrick Vanscheeuwijck, Emilija Veljkovic, Terhi Vihervaara, Gregory Vuillaume & Ching Qing Woon",2016,Scientific Data,26731301,PMC4700839,10.1038/sdata.2015.77,https://www.nature.com/articles/sdata201577,MTBLS143,MetaboLights
Seed Metabolome Analysis of a Transgenic Rice Line Expressing Cholera Toxin B-subunit,"Takumi Ogawa, Koji Kashima, Yoshikazu Yuki, Mio Mejima, Shiho Kurokawa, Masaharu Kuroda, Atsushi Okazawa, Hiroshi Kiyono & Daisaku Ohta",2017,Scientific Reports,28701756,PMC5507873,10.1038/s41598-017-04701-w,https://www.nature.com/articles/s41598-017-04701-w,MTBLS437,MetaboLights
Stability in metabolic phenotypes and inferred metagenome profiles before the onset of colitis-induced inflammation,"M. Glymenaki, A. Barnes, S. OÕ Hagan, G. Warhurst, A. J. McBain, I. D. Wilson, D. B. Kell, K. J. Else & S. M. Cruickshank",2017,Scientific Reports,28821731,PMC5562868 ,10.1038/s41598-017-08732-1,https://www.nature.com/articles/s41598-017-08732-1?WT.feed_name=subjects_genetics,MTBLS432,MetaboLights
Metabolomics reveals impaired maturation of HDL particles in adolescents with hyperinsulinaemic androgen excess,"Sara Samino, Maria Vinaixa, Marta D’az, Antoni Beltran, Miguel A. Rodr’guez, Roger Mallol, Mercedes Heras, Anna Cabre, Lorena Garcia, Nuria Canela, Francis de Zegher, Xavier Correig, Lourdes Ib‡–ez & Oscar Yanes",2015,Scientific Reports,26099471,PMC4477239,10.1038/srep11496,https://www.nature.com/articles/srep11496,MTBLS103,MetaboLights
The metabolic response of marine copepods to environmental warming and ocean acidification in the absence of food,"Daniel J. Mayor, Ulf Sommer, Kathryn B. Cook & Mark R. Viant",2015,Scientific Reports,26364855,PMC4650056,10.1038/srep13690,https://www.nature.com/articles/srep13690,MTBLS91,MetaboLights
Metabolomic Profiling of Mice Serum during Toxoplasmosis Progression Using Liquid Chromatography-Mass Spectrometry,"Chun-Xue Zhou, Dong-Hui Zhou, Hany M. Elsheikha, Yu Zhao, Xun Suo & Xing-Quan Zhu",2016,Scientific Reports,26785939,PMC4726199,10.1038/srep19557,https://www.nature.com/articles/srep19557,MTBLS216,MetaboLights
Identification of Conserved and Diverse Metabolic Shifts during Rice Grain Development,"Chaoyang Hu, Takayuki Tohge, Shen-An Chan, Yue Song, Jun Rao, Bo Cui, Hong Lin, Lei Wang, Alisdair R. Fernie, Dabing Zhang & Jianxin Shi",2016,Scientific Reports,26860358,PMC4748235 ,10.1038/srep20942,https://www.nature.com/articles/srep20942,MTBLS286,MetaboLights
Identification of Conserved and Diverse Metabolic Shifts during Rice Grain Development,"Chaoyang Hu, Takayuki Tohge, Shen-An Chan, Yue Song, Jun Rao, Bo Cui, Hong Lin, Lei Wang, Alisdair R. Fernie, Dabing Zhang & Jianxin Shi",2016,Scientific Reports,26860358,PMC4748235 ,10.1038/srep20942,https://www.nature.com/articles/srep20942,MTBLS287,MetaboLights
Identification of Conserved and Diverse Metabolic Shifts during Rice Grain Development,"Chaoyang Hu, Takayuki Tohge, Shen-An Chan, Yue Song, Jun Rao, Bo Cui, Hong Lin, Lei Wang, Alisdair R. Fernie, Dabing Zhang & Jianxin Shi",2016,Scientific Reports,26860358,PMC4748235 ,10.1038/srep20942,https://www.nature.com/articles/srep20942,MTBLS288,MetaboLights
"Metabolomics reveals an involvement of pantothenate for male production responding to the short-day stimulus in the water flea, Daphnia pulex","Kenji Toyota, Alex Gavin, Shinichi Miyagawa, Mark R. Viant & Taisen Iguchi",2016,Scientific Reports,27113113,PMC4844948,10.1038/srep25125,https://www.nature.com/articles/srep25125,MTBLS259,MetaboLights
Natural variation of root exudates in Arabidopsis thaliana-linking metabolomic and genomic data,"Susann M_nchgesang, Nadine Strehmel, Stephan Schmidt, Lore Westphal, Franziska Taruttis, Erik MŸller, Siska Herklotz, Steffen Neumann & Dierk Scheel",2016,Scientific Reports,27363486,PMC4929559,10.1038/srep29033,https://www.nature.com/articles/srep29033?WT.feed_name=subjects_natural-variation-in-plants,MTBLS160,MetaboLights
Metabolomic Responses of Arabidopsis Suspension Cells to Bicarbonate under Light and Dark Conditions,"Biswapriya B. Misra, Zepeng Yin, Sisi Geng, Evaldo de Armas & Sixue Chen",2016,Scientific Reports,27762345,PMC5071901,10.1038/srep35778,https://www.nature.com/articles/srep35778,MTBLS311,MetaboLights
The Poly (ADP-Ribose) Polymerase Inhibitor Veliparib and Radiation Cause Significant Cell Line Dependent Metabolic Changes in Breast Cancer Cells,"Vijesh J. Bhute, Yan Ma, Xiaoping Bao & Sean P. Palecek",2016,Scientific Reports,27811964,PMC5095763,10.1038/srep36061,https://www.nature.com/articles/srep36061,MTBLS337,MetaboLights
Molecular characterization of firefly nuptial gifts: a multi-omics approach sheds light on postcopulatory sexual selection,"Nooria Al-Wathiqui, Timothy R. Fallon, Adam South, Jing-Ke Weng & Sara M. Lewis",2016,Scientific Reports,28004739,PMC5177949,10.1038/srep38556,https://www.nature.com/articles/srep38556,MTBLS362,MetaboLights
Metabolic profiling during ex vivo machine perfusion of the human liver,"Bote G. Bruinsma, Gautham V. Sridharan, Pepijn D. Weeder, James H. Avruch, Nima Saeidi, Sinan …zer, Sharon Geerts, Robert J. Porte, Michal Heger, Thomas M. van Gulik, Paulo N. Martins, James F. Markmann, Heidi Yeh & Korkut Uygun",2016,Scientific Reports,26935866,PMC4776101,10.1038/srep22415,https://www.nature.com/articles/srep22415,ST000413,Metabolomics Workbench
Metabolic profiling during ex vivo machine perfusion of the human liver,"Bote G. Bruinsma, Gautham V. Sridharan, Pepijn D. Weeder, James H. Avruch, Nima Saeidi, Sinan …zer, Sharon Geerts, Robert J. Porte, Michal Heger, Thomas M. van Gulik, Paulo N. Martins, James F. Markmann, Heidi Yeh & Korkut Uygun",2016,Scientific Reports,26935866,PMC4776101,10.1038/srep22415,https://www.nature.com/articles/srep22415,ST000412,Metabolomics Workbench
Imaging mass spectrometry and MS/MS molecular networking reveals chemical interactions among cuticular bacteria and pathogenic fungi associated with fungus-growing ants,"Cristopher A. Boya P., Herm—genes Fern‡ndez-Mar’n, Luis C. Mej’a, Carmenza Spadafora, Pieter C. Dorrestein & Marcelino Guti_rrez",2017,Scientific Reports,28717220,PMC5514151,10.1038/s41598-017-05515-6,https://www.nature.com/articles/s41598-017-05515-6,MSV000081208,GNPS
Whole Blood Reveals More Metabolic Detail of the Human Metabolome than Serum as Measured by 1H-NMR Spectroscopy: Implications for Sepsis Metabolomics.,"Kathleen A. Stringer, John G. Younger, Cora McHugh, Larisa Yeomans, Michael A. Finkel, Michael A. Puskarich, Alan E. Jones, Julie Trexel & Alla Karnovsky",2015,Shock,26009817,PMC4537695,10.1097/SHK.0000000000000406,http://journals.lww.com/shockjournal/fulltext/2015/09000/Whole_Blood_Reveals_More_Metabolic_Detail_of_the.2.aspx,ST000605,Metabolomics Workbench
Metabolomic fingerprint of severe obesity is dynamically affected by bariatric surgery in a procedure-dependent manner,"Ewa Gralka, Claudio Luchinat, Leonardo Tenori, Barbara Ernst, Martin Thurnheer & Bernd Schultes",2015,The American Journal of Clinical Nutrition,26581381,NA,10.3945/ajcn.115.110536,http://ajcn.nutrition.org/content/early/2015/11/18/ajcn.115.110536,MTBLS242,MetaboLights
Specific biomarkers for stochastic division patterns and starvation-induced quiescence under limited glucose levels in fission yeast.,"Tom‡_ Pluskal, Takeshi Hayashi, Shigeaki Saitoh, Asuka Fujisawa & Mitsuhiro Yanagida",2011,The FEBS Journal,21306563,PMC3123465,10.1111/j.1742-4658.2011.08050.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1742-4658.2011.08050.x/abstract,MTBLS316,MetaboLights
Evidence for quorum sensing and differential metabolite production by a marine bacterium in response to DMSP,"Winifred M Johnson, Melissa C Kido Soule & Elizabeth B Kujawinski",2016,The ISME Journal,26882264,PMC4989321,10.1038/ismej.2016.6,http://www.nature.com/ismej/journal/v10/n9/full/ismej20166a.html,MTBLS157,MetaboLights
Programmed Death-1 Controls T Cell Survival by Regulating Oxidative Metabolism,"Victor Tkachev, Stefanie Goodell, Anthony W. Opipari, Ling-Yang Hao, Luigi Franchi, Gary D. Glick, James L. M. Ferrara & Craig A. Byersdorfer",2015,The Journal of Immunology,25972478,PMC4562423,10.4049/jimmunol.1402180,http://www.jimmunol.org/content/194/12/5789.long,ST000211,Metabolomics Workbench
"Surugamides A-E, cyclic octapeptides with four D-amino acid residues, from a marine Streptomyces sp.: LC-MS-aided inspection of partial hydrolysates for the distinction of D- and L-amino acid residues in the sequence.","Kentaro Takada, Akihiro Ninomiya, Masato Naruse, Yi Sun, Masayuki Miyazaki, Yuichi Nogi, Shigeru Okada & Shigeki Matsunaga",2013,The Journal of Organic Chemistry,23745669,NA,10.1021/jo400708u,http://pubs.acs.org/doi/abs/10.1021/jo400708u,MSV000079618,GNPS
Genomic and lipidomic actions of nandrolone on detached rotator cuff muscle in sheep.,"Martin FlŸck, Severin Ruossa, Christoph B. M_hl, Paola Valdivieso, Mario C. Benn, Brigitte von Rechenberg, Endre Laczko, Junmin Hu, Karl Wieser, Dominik C. Meyer & Christian Gerber",2017,The Journal of Steroid Biochemistry and Molecular Biology,27523963,NA,10.1016/j.jsbmb.2016.08.005,http://www.sciencedirect.com/science/article/pii/S0960076016302205?via%3Dihub,MTBLS322,MetaboLights
Metabolomics classifies phase of care and identifies risk for mortality in a porcine model of multiple injuries and hemorrhagic shock,"Daniel R. Lexcen, Elizabeth R. Lusczek, Nancy E. Witowski, Kristine E. Mulier & Greg J. Beilman",2012,The Journal of Trauma and Acute Care Surgery,22847086,NA,10.1097/ta.0b013e3182609821,http://journals.lww.com/jtrauma/Abstract/2012/08001/Metabolomics_classifies_phase_of_care_and.26.aspx,MTBLS123,MetaboLights
Multiomics of tomato glandular trichomes reveals distinct features of central carbon metabolism supporting high productivity of specialized metabolites,"Gerd U. Balcke, Stefan Bennewitz, Nick Bergau, Benedikt Athmer, Anja Henning, Petra Majovsky, Jos_ M. Jim_nez-G—mez, Wolfgang Hoehenwarter & Alain Tissier",2017,The Plant Cell,28408661,PMC5466034,10.1105/tpc.17.00060,http://www.plantcell.org/content/29/5/960.long,MTBLS297,MetaboLights
The Multifunctional Enzyme CYP71B15 (PHYTOALEXIN DEFICIENT3) Converts Cysteine-Indole-3-Acetonitrile to Camalexin in the Indole-3-Acetonitrile Metabolic Network of Arabidopsis thaliana,"Christoph B_ttcher, Lore Westphal, Constanze Schmotz, Elke Prade, Dierk Scheel & Erich Glawischnig",2009,The Plant Cell,19567706,PMC2714930,10.1105/tpc.109.066670,http://www.plantcell.org/content/21/6/1830.long,MTBLS2,MetaboLights
A Systems Biology View of Responses to Lignin Biosynthesis Perturbations in Arabidopsis,"Ruben Vanholme, V_ronique Storme, Bartel Vanholme, Lisa Sundin, J¿rgen Holst Christensen, Geert Goeminne, Claire Halpin, Antje Rohde, Kris Morreel & Wout Boerjan",2012,The Plant Cell,23012438,PMC3480285,10.1105/tpc.112.102574,http://www.plantcell.org/content/24/9/3506.long,MEX101,MetaPhen
Integrative functional genomics of salt acclimatization in the model legume Lotus japonicus,"Diego H. Sanchez, Felix Lippold, Henning Redestig, Matthew A. Hannah, Alexander Erban, Ute Kr_mer, Joachim Kopka & Michael K. Udvardi",2007,The Plant Journal,18047558,NA,10.1111/j.1365-313x.2007.03381.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2007.03381.x/abstract,MTBLS43,MetaboLights
Integrative functional genomics of salt acclimatization in the model legume Lotus japonicus,"Diego H. Sanchez, Felix Lippold, Henning Redestig, Matthew A. Hannah, Alexander Erban, Ute Kr_mer, Joachim Kopka & Michael K. Udvardi",2007,The Plant Journal,18047558,NA,10.1111/j.1365-313x.2007.03381.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2007.03381.x/abstract,MTBLS44,MetaboLights
Integrative functional genomics of salt acclimatization in the model legume Lotus japonicus,"Diego H. Sanchez, Felix Lippold, Henning Redestig, Matthew A. Hannah, Alexander Erban, Ute Kr_mer, Joachim Kopka & Michael K. Udvardi",2007,The Plant Journal,18047558,NA,10.1111/j.1365-313x.2007.03381.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2007.03381.x/abstract,MTBLS54,MetaboLights
Enhancement of oxidative and drought tolerance in Arabidopsis by overaccumulation of antioxidant flavonoids,"Ryo Nakabayashi, Keiko Yonekura-Sakakibara, Kaoru Urano, Makoto Suzuki, Yutaka Yamada, Tomoko Nishizawa, Fumio Matsuda, Mikiko Kojima, Hitoshi Sakakibara, Kazuo Shinozaki, Anthony J. Michael, Takayuki Tohge, Mami Yamazaki & Kazuki Saito",2013,The Plant Journal,24274116,PMC4282528,10.1111/tpj.12388,http://onlinelibrary.wiley.com/doi/10.1111/tpj.12388/abstract,MTBLS57,MetaboLights
The response of Chlamydomonas reinhardtii to nitrogen deprivation: a systems biology analysis,"Jeong-Jin Park, Hongxia Wang, Mahmoud Gargouri, Rahul R. Deshpande, Jeremy N. Skepper, F. Omar Holguin, Matthew T. Juergens, Yair Shachar-Hill, Leslie M. Hicks & David R. Gang",2015,The Plant Journal,25515814,NA,10.1111/tpj.12747,http://onlinelibrary.wiley.com/doi/10.1111/tpj.12747/full,MTBLS208,MetaboLights
Jasmonate-mediated stomatal closure under elevated CO2 revealed by time-resolved metabolomics,"Sisi Geng, Biswapriya B. Misra, Evaldo de Armas, David V. Huhman, Hans T. Alborn, Lloyd W. Sumner & Sixue Chen",2016,The Plant Journal,27500669,NA,10.1111/tpj.13296,http://onlinelibrary.wiley.com/wol1/doi/10.1111/tpj.13296/full,MTBLS312,MetaboLights
Integrative functional genomics of salt acclimatization in the model legume Lotus japonicus.,"Diego H. Sanchez, Felix Lippold, Henning Redestig, Matthew A. Hannah, Alexander Erban, Ute Kr_mer, Joachim Kopka & Michael K. Udvardi",2008,The Plant Journal,18047558,NA,10.1111/j.1365-313X.2007.03381.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2007.03381.x/full,MEX95,MetaPhen
"Sensitive and high throughput metabolite assays for inorganic pyrophosphate, ADPGlc, nucleotide phosphates, and glycolytic intermediates based on a novel enzymic cycling system.","Yves Gibon, Helene Vigeolas, Axel Tiessen, Peter Geigenberger & Mark Stitt",2002,The Plant Journal,12000458,NA,10.1046/j.1365-313X.2001.01278.x,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-313X.2001.01278.x/abstract,MEX18,MetaPhen
Selective mRNA translation coordinates energetic and metabolic adjustments to cellular oxygen deprivation and reoxygenation in Arabidopsis thaliana.,"Cristina Branco-Price, Kayla A. Kaiser, Charles J. H. Jang, Cynthia K. Larive & Julia Bailey-Serres",2008,The Plant Journal,18665916,NA,10.1111/j.1365-313X.2008.03642.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2008.03642.x/full,MEX15,MetaPhen
Characterization of the ABA-regulated global responses to dehydration in Arabidopsis by metabolomics.,"Kaoru Urano, Kyonoshin Maruyama, Yoshiyuki Ogata, Yoshihiko Morishita, Migiwa Takeda, Nozomu Sakurai, Hideyuki Suzuki, Kazuki Saito, Daisuke Shibata, Masatomo Kobayashi, Kazuko Yamaguchi-Shinozaki & Kazuo Shinozaki",2008,The Plant Journal,19036030,NA,10.1111/j.1365-313X.2008.03748.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2008.03748.x/full,MEX99,MetaPhen
The Arabidopsis glutathione transferase gene family displays complex stress regulation and co-silencing multiple genes results in altered metabolic sensitivity to oxidative stress.,"Pia G. Sappl, Adam J. Carroll, Rachael Clifton, Ryan Lister, James Whelan, A. Harvey Millar & Karam B. Singh",2009,The Plant Journal,19067976,NA,10.1111/j.1365-313X.2008.03761.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2008.03761.x/full,MEX6,MetaPhen
The nucleotidase/phosphatase SAL1 is a negative regulator of drought tolerance in Arabidopsis,"Pip B. Wilson, Gonzalo M. Estavillo, Katie J. Field, Wannarat Pornsiriwong, Adam J. Carroll, Katharine A. Howell, Nick S. Woo, Janice A. Lake, Steven M. Smith, A. Harvey Millar, Susanne Von Caemmerer & Barry J. Pogson",2009,The Plant Journal,19170934,NA,10.1111/j.1365-313X.2008.03780.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-313X.2008.03780.x/full,MEX5,MetaPhen
"Pyruvate Kinase Isoform Switching and Hepatic Metabolic Reprogramming by the Environmental Contaminant 2,3,7,8-Tetrachlorodibenzo-p-Dioxin.","Rance Nault, Kelly A. Fader, Mathew P. Kirby, Shaimaa Ahmed, Jason Matthews, A. Daniel Jones, Sophia Y. Lunt & Timothy R. Zacharewski",2015,Toxicological Sciences,26582802,PMC4900217,10.1093/toxsci/kfv245,https://academic.oup.com/toxsci/article-lookup/doi/10.1093/toxsci/kfv245,MTBLS225,MetaboLights
Dose-Dependent Metabolic Reprogramming and Differential Gene Expression in TCDD-Elicited Hepatic Fibrosis,"Rance Nault, Kelly A. Fader, Dustin A. Ammendolia, Peter Dornbos, Dave Potter, Bonnie Sharratt, Kazuyoshi Kumagai, Jack R. Harkema, Sophia Y. Lunt, Jason Matthews & Tim Zacharewski",2016,Toxicological Sciences,27562557,PMC5139066,10.1093/toxsci/kfw163,https://academic.oup.com/toxsci/article/154/2/253/2632722/Dose-Dependent-Metabolic-Reprogramming-and,MTBLS225,MetaboLights
Non-structural carbohydrates in woody plants compared among laboratories,"Audrey G. Quentin, Elizabeth A. Pinkard, Michael G. Ryan, David T. Tissue, L. Scott Baggett, Henry D. Adams, Pascale Maillard, Jacqueline Marchand, Simon M. Landh_usser, Andr_ Lacointe, Yves Gibon, William R.L. Anderegg, Shinichi Asao, Owen K. Atkin, Marc Bonhomme, Caroline Claye, Pak S. Chow, Anne Cl_ment-Vidal, Noel W. Davies, L. Turin Dickman, Rita Dumbur, David S. Ellsworth, Kristen Falk, Luc’a Galiano, Jos_ M. GrŸnzweig, Henrik Hartmann, GŸnter Hoch, Sharon Hood, Joanna E. Jones, Takayoshi Koike, Iris Kuhlmann, Francisco Lloret, Melchor Maestro, Shawn D. Mansfield, Jordi Mart’nez-Vilalta, Mickael Maucourt, Nathan G. McDowell, Annick Moing, Bertrand Muller, Sergio G. Nebauer, †lo Niinemets, Sara Palacio, Frida Piper, Eran Raveh, Andreas Richter, Ga‘lle Rolland, Teresa Rosas, Brigitte Saint Joanis, Anna Sala, Renee A. Smith, Frank Sterck, Joseph R. Stinziano, Mari Tobias, Faride Unda, Makoto Watanabe, Danielle A. Way, Lasantha K. Weerasinghe, Birgit Wild, Erin Wiley & David R. Woodruff",2015,Tree Physiology,26423132,NA,10.1093/treephys/tpv073,https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tpv073,MET-2013-P06-AQ_E,MeRy-B
